Database Identifier,Database Name,Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Post Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
analytical360,Analytical 360,,Snowdawg,Archived,,,2014-12-15,366,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03,2.26,,,,0.03,,0.73,,,,0.65,,
analytical360,Analytical 360,,Sour Diesel,Archived,,,2014-12-15,366,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51,1.44,,,,,,,,,,,,
analytical360,Analytical 360,,Super Lemon Haze,Archived,,,2014-12-15,366,,,,,,,,,,,,,,,,,,,,,,,,,,,95.66,1.85,,,,,,0.73,,,,,,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,366,,,,,,,,,,,,,,,,,,,,,,,,,,,82.97,2.31,,,,,0.41,,,,,0.19,,
analytical360,Analytical 360,,9 # Hammer,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41,0.84,,,,0.04,,0.21,,,,0.19,,
analytical360,Analytical 360,,9 # Hammer #15,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,1.0,,,,,0.07,0.18,,,,0.17,,
analytical360,Analytical 360,,9 # Hammer #16,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85,0.56,,,,,0.05,0.14,,,,0.1,,
analytical360,Analytical 360,,9 # Hammer #3,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,0.67,,,,,0.06,0.1,,,,0.07,,
analytical360,Analytical 360,,9 # Hammer #5,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01,0.58,,,,,,0.07,,,,0.1,,
analytical360,Analytical 360,,91 Skunk #1,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,23.88,0.4,,,,0.28,0.07,0.14,,,,0.12,,
analytical360,Analytical 360,,91 Skunk #2,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,21.47,0.31,,,,0.19,0.06,0.12,,,,0.03,,
analytical360,Analytical 360,,AK-47,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,0.43,,,,,,0.05,,,,,,
analytical360,Analytical 360,,Dr. Who #6,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,28.17,0.81,,,,0.07,0.11,0.18,,,,0.14,,
analytical360,Analytical 360,,Dr. Who # 8,Archived,,,2014-12-13,338,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,0.49,,,,0.18,0.05,0.08,,,,,,
analytical360,Analytical 360,,Mt. Rainier #10,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,27.24,0.38,,,,0.08,0.07,0.05,,,,0.16,,
analytical360,Analytical 360,,Mt. Rainier #18,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55,0.38,,,,0.13,,0.05,,,,0.06,,
analytical360,Analytical 360,,Mt. Rainier #8,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43,0.37,,,,,0.06,,,,,0.11,,
analytical360,Analytical 360,,Pure Purple Afghani,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72,1.34,,,,0.13,,,,,,0.05,,
analytical360,Analytical 360,,Quantum Kush #1,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83,0.69,,,,0.17,0.04,,,,,0.13,,
analytical360,Analytical 360,,Romulan,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,24.66,0.86,,,,0.28,0.06,,,,,0.15,,
analytical360,Analytical 360,,Snoops Dream,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16,0.18,,,,,,0.04,,,,0.07,,
analytical360,Analytical 360,,Snoops Dream,Archived,,,2014-12-14,338,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,0.34,,,,,0.06,0.05,,,,0.06,,
analytical360,Analytical 360,,Black Russian,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,0.21,,,,,0.05,0.15,,,,0.1,,
analytical360,Analytical 360,,Northern Lights,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21,0.21,,,,,0.06,0.13,,,,,,
analytical360,Analytical 360,,G13,Archived,,,2014-12-14,,,,,,,,,0.89,,,,,0.0,,0.0,,0.29,0.0,,0.2,0.11,,0.0,0.0,,,13.91,0.24,,,,,0.03,0.06,,,0.08,0.18,,
analytical360,Analytical 360,,Chocolate Cough,Archived,,,2014-12-14,379,,,,,,,,0.73,,,,,0.0,,0.0,,0.39,0.09,,0.1,0.09,,0.0,0.0,,,6.91,1.2,,,,0.03,0.02,0.04,,,0.17,,0.03,
analytical360,Analytical 360,,AK-47,Archived,,,2014-12-14,379,,,,,,,,0.59,,,,,0.0,,0.0,,0.46,0.39,,0.31,0.18,,0.0,0.0,,,8.9,1.11,,,,,0.03,0.03,,,0.06,,0.01,
analytical360,Analytical 360,,Critical Kush,Archived,,,2014-12-14,379,,,,,,,,0.6,,,,,0.0,,0.0,,0.8,0.0,,0.64,0.06,,0.0,0.0,,,9.59,1.54,,,,,0.02,,,,0.14,0.08,0.08,
analytical360,Analytical 360,,Peach Kush,Archived,,,2014-12-14,,,,,,,,,1.3,,,,,0.0,,0.0,,0.67,0.0,,0.21,0.12,,0.0,0.0,,,18.2,0.26,,,,,0.05,0.11,,,0.32,,0.02,
analytical360,Analytical 360,,Super Silver Haze,Archived,,,2014-12-14,158,,,,,,,,0.73,,,,,0.0,,1.09,,0.32,0.0,,0.46,0.23,,0.0,0.0,,,24.43,2.79,,,,,0.07,0.15,,,1.44,,0.07,
analytical360,Analytical 360,,Gorilla Glue #4,Archived,,,2014-12-14,158,,,,,,,,1.77,,,,,0.0,,0.0,,2.97,1.29,,0.43,0.13,,0.0,1.07,,,26.66,0.69,,,,,0.07,0.05,,,0.37,,0.02,
analytical360,Analytical 360,,Platinum GSC,Archived,,,2014-12-14,39,,,,,,,,1.75,,,,,0.59,,0.0,,0.59,1.01,,0.24,0.18,,0.0,0.71,,,19.02,0.8,,,,,0.06,0.11,,,0.34,,0.02,
analytical360,Analytical 360,,Jilly Bean,Archived,,,2014-12-14,310,,,,,,,,1.02,,,,,0.0,,0.52,,0.47,0.08,,0.08,0.47,,0.0,0.0,,,20.31,1.7,,,,,0.06,0.15,,,0.31,,0.02,
analytical360,Analytical 360,,Pam’s Lemon Cheescake (HempZen),Archived,,,2014-12-14,40,,,,,,,,0.85,,,,,0.0,,0.46,,0.25,0.0,,0.3,0.0,,0.0,0.0,,,18.95,0.7,,,,,0.08,0.15,,,1.63,,0.02,
analytical360,Analytical 360,,White Lady,Archived,,,2014-12-14,11,,,,,,,,1.56,,,,,0.0,,0.0,,0.86,0.0,,0.28,0.31,,0.0,0.0,,,21.26,0.46,,,,,0.06,0.13,,,0.11,,0.03,
analytical360,Analytical 360,,Star Killer,Archived,,,2014-12-14,104,,,,,,,,1.75,,,,,0.72,,0.0,,1.22,0.34,,0.3,0.17,,0.0,0.75,,,23.48,0.26,,,,,0.06,0.13,,,0.72,,,
analytical360,Analytical 360,,Space Jill,Archived,,,2014-12-14,228,,,,,,,,0.66,,,,,0.0,,0.59,,1.14,0.0,,0.37,0.47,,0.0,0.0,,,16.59,1.5,,,,,0.04,0.12,,,0.93,,0.02,
analytical360,Analytical 360,,Sour Diesel,Archived,,,2014-12-14,25,,,,,,,,1.74,,,,,0.0,,0.0,,1.99,0.98,,0.24,0.18,,0.0,0.0,,,21.37,0.29,,,,,0.06,0.15,,,0.27,,0.02,
analytical360,Analytical 360,,9 lb Hammer,Archived,,,2014-12-14,53,,,,,,,,0.86,,,,,0.0,,0.0,,0.47,0.22,,0.25,0.6,,0.0,0.0,,,18.4,0.97,,,,,0.06,0.12,,,0.49,1.48,0.02,
analytical360,Analytical 360,,Master Razz #2,Archived,,,2014-12-14,,,,,,,,,3.99,,,,,2.37,,0.52,,2.1,0.27,,2.75,0.0,,0.0,4.61,,,56.06,7.34,,,,0.1,0.29,1.01,,,1.19,1.34,0.23,
analytical360,Analytical 360,,BHO Blue Dream Shatter,Archived,,,2014-12-14,317,,,,,,,,7.21,,,,,0.0,,0.0,,2.81,0.0,,2.08,0.98,,0.0,0.0,,,83.36,0.92,,,,,0.22,0.45,,,1.33,,,
analytical360,Analytical 360,,OG Kush Bubble Hash,Archived,,,2014-12-14,191,,,,,,,,4.34,,,,,0.0,,0.0,,3.38,0.72,,2.83,0.0,,0.0,1.99,,,76.67,2.29,,,,,0.16,0.23,,,0.53,0.3,0.03,
analytical360,Analytical 360,,RSO CCP# 127014129,Archived,,,2014-12-14,5,,,,,,,,0.0,,,,,0.0,,0.0,,1.47,0.64,,1.42,0.0,,0.0,0.0,,,0.39,70.79,,,,0.87,,0.15,,,0.22,2.71,1.06,
analytical360,Analytical 360,,Blonde Bubble Hash (Happy Hippie Gardens),Archived,,,2012-12-12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49,3.57,,,,1.78,,,,,,,,
analytical360,Analytical 360,,RSO CCB# 128014130,Archived,,,2014-12-14,5,,,,,,,,0.0,,,,,0.0,,0.0,,1.27,0.31,,1.23,0.0,,0.0,0.0,,,0.44,72.86,,,,0.85,,0.16,,,0.16,2.45,0.89,
analytical360,Analytical 360,,BHO Blue Dream,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.95,1.14,,,,0.33,,,,,,,,
analytical360,Analytical 360,,BHO Cindy 99,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.68,0.88,,,,0.39,0.17,,,,,,,
analytical360,Analytical 360,,BHO Trainwreck,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.46,7.15,,,,0.31,0.23,,,,,,,
analytical360,Analytical 360,,BHO Plushberry,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23,2.05,,,,0.16,0.23,,,,,,,
analytical360,Analytical 360,,CO2 Blue Dream,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.43,3.42,,,,0.56,0.13,,,,,,,
analytical360,Analytical 360,,Dama Oil  #12071201,Archived,,,2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.74,,,,,,,,,,,,
analytical360,Analytical 360,,Deep Green – Indica – Full Extract Cannabis Oil,Archived,,,2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,,,,,,,,,,,,
analytical360,Analytical 360,,Thai Girl,Archived,,,2014-12-14,115,,,,,,,,1.63,,,,,0.0,,0.0,,0.43,0.04,,0.29,0.82,,0.0,0.0,,,28.05,0.45,,,,,0.06,0.18,,,2.52,,,
analytical360,Analytical 360,,RSO CCP #120114132,Archived,,,2014-12-14,5,,,,,,,,0.0,,,,,0.0,,0.0,,2.02,0.2,,1.02,0.0,,0.0,0.0,,,0.04,28.66,,,,0.17,2.66,44.55,,,0.14,2.52,2.72,
analytical360,Analytical 360,,RSO CCP# 129014131,Archived,,,2014-12-14,5,,,,,,,,0.0,,,,,0.0,,0.0,,1.78,1.32,,3.07,0.0,,0.0,0.0,,,,81.12,,,,0.32,,0.21,,,0.12,2.81,1.13,
analytical360,Analytical 360,,RSO Patricks,Archived,,,2014-12-14,31,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.26,,0.0,1.06,,0.0,0.0,,,0.42,42.17,0.25,,,3.01,0.07,0.36,,,0.36,,0.77,
analytical360,Analytical 360,,R061 Trim Wax,Archived,,,2014-12-14,270,,,,,,,,3.93,,,,,0.0,,0.0,,0.54,2.11,,1.68,0.0,,0.0,0.0,,,65.14,14.56,,,,0.28,0.35,0.32,,,0.44,,0.38,
analytical360,Analytical 360,,SCCO2 S13,Archived,,,2014-12-14,38,,,,,,,,4.5,,,,,0.0,,0.0,,8.38,2.64,,3.42,0.38,,0.0,3.71,,,43.92,7.09,,,,0.11,0.24,0.71,,,0.98,,0.37,
analytical360,Analytical 360,,SCCO2 I13,Archived,,,2014-12-14,38,,,,,,,,0.0,,,,,0.0,,0.0,,5.77,3.08,,2.45,0.36,,0.0,0.0,,,50.81,7.18,,,,0.11,0.28,0.47,,,1.18,,0.35,
analytical360,Analytical 360,,SCCO2 H13,Archived,,,2014-12-14,38,,,,,,,,3.9,,,,,0.0,,0.0,,14.49,1.91,,5.8,0.0,,0.0,3.11,,,31.98,7.63,,,,0.1,,,,,0.69,,0.44,
analytical360,Analytical 360,,BHO Sour Tsunami,Archived,,,2014-12-14,109,,,,,,,,0.0,,,,,0.0,,1.65,,0.61,1.52,,1.36,2.27,,0.0,0.0,,,32.25,2.03,,,,,44.79,2.04,,,1.44,,0.25,
analytical360,Analytical 360,,BHO Harlequin Joe,Archived,,,2014-12-14,109,,,,,,,,2.63,,,,,0.0,,2.38,,0.83,2.04,,1.7,2.96,,0.0,0.0,,,40.19,1.62,,,,,38.61,0.71,,,1.54,,0.13,
analytical360,Analytical 360,,BHO Karma Clarify,Archived,,,2014-12-14,109,,,,,,,,0.0,,,,,0.0,,0.0,,0.58,0.0,,1.78,0.0,,0.0,0.0,,,68.14,11.92,,,,0.1,0.17,0.38,,,2.23,0.97,0.39,
analytical360,Analytical 360,,BHO Charlotte’s Web,Archived,,,2014-12-14,109,,,,,,,,0.0,,,,,0.0,,1.53,,0.62,1.15,,1.67,2.39,,0.0,0.0,,,3.51,0.65,,,,,66.12,2.07,,,1.0,,0.25,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2014-12-14,,,,,,,,,0.0,,,,,0.0,,0.92,,0.24,0.0,,0.36,0.52,,0.0,0.0,,,29.63,0.74,,,,,0.07,0.18,,,1.56,,0.04,
analytical360,Analytical 360,,Golden Pineapple,Archived,,,2014-12-14,,,,,,,,,0.0,,,,,0.0,,0.95,,0.27,0.0,,0.43,0.33,,0.0,0.0,,,25.04,0.68,,,,,0.06,0.17,,,2.44,,0.02,
analytical360,Analytical 360,,Marion Berry Kush,Archived,,,2014-12-14,26,,,,,,,,0.0,,,,,0.0,,0.51,,0.33,0.0,,0.0,0.24,,0.0,0.0,,,24.73,0.45,,,,,0.06,0.11,,,0.25,,,
analytical360,Analytical 360,,Star Fighter,Archived,,,2014-12-14,26,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.63,0.93,,0.0,0.0,,,24.54,0.47,,,,,0.06,0.12,,,0.32,,0.03,
analytical360,Analytical 360,,SLH OG,Archived,,,2014-12-14,25,,,,,,,,0.0,,,,,0.0,,0.8,,0.51,0.7,,0.67,0.34,,0.0,0.0,,,25.84,0.66,,,,,0.06,0.13,,,1.59,,0.02,
analytical360,Analytical 360,,Ewok,Archived,,,2014-12-14,25,,,,,,,,0.0,,,,,0.0,,0.0,,0.51,1.69,,0.35,1.48,,0.0,0.0,,,20.43,0.91,,,,,0.06,0.12,,,0.2,,0.03,
analytical360,Analytical 360,,Orange Haze,Archived,,,2014-12-14,25,,,,,,,,0.0,,,,,0.0,,0.66,,0.51,0.51,,0.73,0.25,,0.0,0.0,,,25.99,0.5,,,,,0.09,0.2,,,0.17,,0.02,
analytical360,Analytical 360,,GDP,Archived,,,2014-12-14,14,,,,,,,,0.0,,,,,0.0,,0.0,,0.62,0.85,,0.43,0.69,,0.0,0.0,,,23.69,0.37,,,,,0.06,0.11,,,0.17,,0.03,
analytical360,Analytical 360,,White Fire Alien OG,Archived,,,2014-12-14,14,,,,,,,,0.0,,,,,0.0,,0.0,,0.47,0.0,,0.43,0.13,,0.0,0.0,,,18.28,0.19,,,,,0.05,0.12,,,1.25,,0.02,
analytical360,Analytical 360,,Dr. Quinn,Archived,,,2014-12-14,14,,,,,,,,0.0,,,,,0.0,,0.0,,0.1,0.0,,0.0,0.2,,0.0,0.0,,,7.46,0.37,,,,,7.47,0.26,,,0.29,,0.04,
analytical360,Analytical 360,,Critical Mass,Archived,,,2014-12-14,14,,,,,,,,0.0,,,,,0.0,,0.0,,0.83,0.43,,0.78,0.13,,0.0,0.0,,,20.7,0.21,,,,,0.06,0.07,,,0.3,,0.03,
analytical360,Analytical 360,,Charlotte’s Web,Archived,,,2014-12-14,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.35,0.22,,0.0,0.0,,,3.28,0.41,,,,,4.56,0.21,,,0.03,,0.04,
analytical360,Analytical 360,,OG Kush,Archived,,,2014-12-14,108,,,,,,,,0.0,,,,,0.0,,0.0,,1.02,0.37,,0.34,0.14,,0.0,0.0,,,15.44,1.09,,,,,0.04,0.05,,,0.21,,0.02,
analytical360,Analytical 360,,Northern Lights #5,Archived,,,2014-12-14,21,,,,,,,,0.0,,,,,0.0,,0.0,,0.26,0.0,,0.32,0.64,,0.0,0.0,,,18.09,0.33,,,,,0.05,0.1,,,0.63,,0.02,
analytical360,Analytical 360,,Lemon Skunk,Archived,,,2014-12-14,21,,,,,,,,0.0,,,,,0.0,,0.0,,0.48,0.0,,0.44,0.19,,0.0,0.0,,,19.08,0.45,,,,,0.06,0.18,,,0.36,,0.02,
analytical360,Analytical 360,,Tahoe OG,Archived,,,2014-12-14,57,,,,,,,,0.0,,,,,0.0,,0.0,,1.17,0.36,,0.39,0.12,,0.0,0.0,,,19.92,0.32,,,,,0.05,0.09,,,0.3,,0.02,
analytical360,Analytical 360,,Master Kush,Archived,,,2014-12-14,57,,,,,,,,0.0,,,,,0.0,,0.0,,0.86,0.47,,0.46,0.15,,0.0,0.0,,,18.8,0.29,,,,,0.05,0.08,,,0.13,,0.02,
analytical360,Analytical 360,,Prozac,Archived,,,2014-12-14,191,,,,,,,,0.0,,,,,0.0,,0.0,,0.31,0.39,,0.46,0.0,,0.0,0.0,,,21.79,0.55,,,,,0.06,0.16,,,0.28,,0.03,
analytical360,Analytical 360,,Hippie Killer,Archived,,,2014-12-14,191,,,,,,,,0.0,,,,,0.0,,0.0,,0.38,0.0,,0.29,0.12,,0.0,0.0,,,14.68,0.27,,,,,0.04,0.05,,,0.26,,0.02,
analytical360,Analytical 360,,Charlotte’s Web,Archived,,,2014-12-14,109,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.53,0.34,,0.0,0.0,,,0.82,0.17,,,,,15.8,0.68,,,0.24,,0.09,
analytical360,Analytical 360,,BHO Sour Diesel x Skunk #1 Honeycomb,Archived,,,2014-12-14,347,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.14,0.34,,0.0,0.0,,,83.28,2.97,,,,0.04,0.19,0.58,,,1.5,,0.15,
analytical360,Analytical 360,,20141208 ‘Brown Sugar’ Dutch Treat,Archived,,,2014-12-14,53,,,,,,,,0.0,,,,,0.0,,0.0,,0.59,0.0,,2.15,1.08,,0.0,2.06,,,35.82,36.39,,,,0.09,0.14,0.52,,,1.27,4.52,0.57,
analytical360,Analytical 360,,CO2 Dab OG Kush,Archived,,,2014-12-14,363,,,,,,,,0.0,,,,,0.0,,0.0,,0.77,1.18,,2.57,0.0,,0.0,0.0,,,5.0,80.61,,,,0.36,0.06,0.94,,,0.13,2.34,0.98,
analytical360,Analytical 360,,Space Queen Honeycomb,Archived,,,2014-12-14,347,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.52,0.3,,0.0,0.0,,,84.96,3.51,,,,0.13,0.23,0.44,,,0.47,,0.12,
analytical360,Analytical 360,,RSO KC Batch #001,Archived,,,2014-12-14,20,,,,,,,,3.64,,,,,0.0,,0.0,,1.17,1.41,,1.11,0.0,,0.0,0.0,,,0.11,25.44,0.36,,,3.24,,2.78,,,,2.06,1.7,
analytical360,Analytical 360,,BHO Phantom Kush,Archived,,,2014-12-14,133,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.19,,1.16,0.45,,0.0,0.0,,,74.03,5.11,,,,0.14,0.82,0.52,,,5.85,,0.24,
analytical360,Analytical 360,,Maui Waui #129,Archived,,,2014-12-14,58,,,,,,,,0.0,,,,,0.0,,0.8,,2.1,2.08,,3.19,0.54,,0.0,4.21,,,78.76,2.88,,,,,0.42,0.43,,,1.56,,0.15,
analytical360,Analytical 360,,Cookie Mix #130,Archived,,,2014-12-14,58,,,,,,,,0.0,,,,,0.0,,1.1,,1.09,2.12,,1.82,0.79,,0.0,0.0,,,84.74,2.87,,,,0.04,0.37,0.65,,,0.84,,0.11,
analytical360,Analytical 360,,Purple Diesel #128,Archived,,,2014-12-14,58,,,,,,,,0.0,,,,,0.0,,0.0,,1.75,2.51,,3.34,0.58,,0.0,0.0,,,79.16,3.12,,,,,1.42,0.51,,,1.79,,0.12,
analytical360,Analytical 360,,Pineapple Express,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95,0.3,,,,,0.06,0.22,,,,0.05,,
analytical360,Analytical 360,,Snowdawg,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69,0.22,,,,,,0.1,,,,0.07,,
analytical360,Analytical 360,,BHO Master Razz #1,Archived,,,2014-12-14,,,,,,,,,4.96,,,,,0.0,,0.0,,3.46,2.79,,2.23,0.0,,0.0,4.85,,,72.67,5.27,,,,0.13,0.25,0.99,,,1.02,0.38,0.15,
analytical360,Analytical 360,,Snowdawg,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,0.41,,,,,,0.16,,,,0.08,,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25,0.22,,,,,0.06,0.04,,,,0.06,,
analytical360,Analytical 360,,BHO Blue Dream Moon Pie,Archived,,,2014-12-14,317,,,,,,,,3.09,,,,,0.0,,0.0,,1.78,0.0,,2.69,0.36,,0.0,2.26,,,85.87,1.99,,,,,0.2,0.59,,,1.11,,0.05,
analytical360,Analytical 360,,BHO Ogre Crumble/Goo,Archived,,,2014-12-14,317,,,,,,,,2.37,,,,,0.0,,0.0,,1.96,0.0,,1.44,0.43,,0.0,0.0,,,88.84,1.59,,,,,0.2,0.45,,,1.27,,0.07,
analytical360,Analytical 360,,BHO Ogre Honeycomb,Archived,,,2014-12-14,317,,,,,,,,1.75,,,,,0.0,,0.0,,1.65,0.0,,0.91,0.58,,0.0,2.98,,,87.96,1.33,,,,,0.2,0.43,,,1.95,,0.06,
analytical360,Analytical 360,,BHO Trinity Kush Shatter,Archived,,,2014-12-14,238,,,,,,,,2.46,,,,,0.0,,0.0,,1.66,0.2,,1.61,0.81,,0.0,1.95,,,82.51,1.33,,,,,0.18,0.37,,,2.46,,0.07,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39,0.45,,,,,,0.05,,,,0.06,0.02,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78,0.44,,,,,0.06,0.07,,,,0.06,0.02,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79,0.41,,,,,,,,,,0.06,0.02,
analytical360,Analytical 360,,Sweet Cheese,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53,0.55,,,,,,0.05,,,,0.05,,
analytical360,Analytical 360,,Full Moon Thai,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,0.35,,,,,0.06,0.16,,,,0.06,,
analytical360,Analytical 360,,Head Rooter,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,0.21,,,,,,0.09,,,,0.04,,
analytical360,Analytical 360,,Diesel Purple (Urban Farmacy),Archived,,,2012-12-13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,0.25,,,,0.13,0.06,,,,,,,
analytical360,Analytical 360,,Medusa,Archived,,,2014-12-15,324,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83,0.49,,,,,,0.09,,,,,,
analytical360,Analytical 360,,Harlequin (Indicare),Archived,,,2012-12-13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,0.43,,,,0.18,8.34,,,,,,,
analytical360,Analytical 360,,Hawaiian Snow (Indicare),Archived,,,2012-12-13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17,0.67,,,,0.01,0.09,,,,,,,
analytical360,Analytical 360,,Gonzo's Ripped Bubba,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,0.09,,,,0.01,0.03,,,,,,,
analytical360,Analytical 360,,Gonzo's Cheese Quake,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93,0.11,,,,0.05,0.05,,,,,,,
analytical360,Analytical 360,,Deadwood,Archived,,,2014-12-15,338,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,0.03,,,,,,,,,,0.04,,
analytical360,Analytical 360,,Gonzo's Querkle,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,0.07,,,,0.03,0.04,,,,,,,
analytical360,Analytical 360,,Mendocino Purps,Archived,,,2014-12-15,338,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,0.11,,,,,,,,,,,,
analytical360,Analytical 360,,Gonzo's Qush,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81,0.21,,,,0.08,0.06,,,,,,,
analytical360,Analytical 360,,Gonzo's Ace Of Spades,Archived,,,2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,0.23,,,,0.09,0.27,,,,,,,
analytical360,Analytical 360,,LSD,Archived,,,2014-12-15,81,,,,,,,,0.0,,,,,0.0,,0.72,,0.21,0.35,,0.58,0.26,,0.0,0.0,,,23.18,0.68,,,,,0.05,0.19,,,1.15,,0.03,
analytical360,Analytical 360,,Blue Dream,Archived,,,2014-12-15,49,,,,,,,,0.0,,,,,0.0,,0.0,,0.29,0.59,,0.73,0.48,,0.0,0.0,,,21.89,0.24,,,,,0.05,0.14,,,0.19,,0.01,
analytical360,Analytical 360,,RSO,Archived,,,2014-12-15,49,,,,,,,,0.0,,,,,0.0,,0.0,,2.7,1.33,,1.44,0.0,,0.0,0.0,,,,56.59,0.44,,,1.6,,0.6,,,,2.2,1.98,
analytical360,Analytical 360,,Skywalker,Archived,,,2014-12-15,242,,,,,,,,2.77,,,,,0.0,,0.0,,0.61,3.36,,2.02,2.5,,0.0,0.0,,,31.08,40.15,,,,0.1,0.14,0.35,,,2.09,,0.37,
analytical360,Analytical 360,,Dream Queen #409,Archived,,,2014-12-15,242,,,,,,,,2.61,,,,,0.0,,0.0,,1.15,1.77,,3.73,0.0,,0.0,0.0,,,22.85,38.65,,,,0.23,1.06,0.64,,,1.81,1.51,1.18,
