Database Identifier,Database Name,Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Post Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
analytical360,Analytical 360,,Pre 98 (Organic Mechanic),Archived,,,2013-12-16,,,,,,,,,0.31,,,,,3.05,,0.0,,0.91,0.0,,0.34,0.18,,0.0,0.0,,,10.4,0.58,,,,,0.13,0.07,,,0.38,0.06,0.03,
analytical360,Analytical 360,,Blackberry Bubba (Organic Mechanic),Archived,,,2013-12-16,,,,,,,,,0.56,,,,,2.09,,0.33,,0.91,0.0,,1.06,0.63,,0.0,0.0,,,9.6,0.33,,,,,0.12,0.09,,,0.06,,0.04,
analytical360,Analytical 360,,Grand Daddy Purp (Organic Mechanic),Archived,,,2013-12-16,,,,,,,,,0.18,,,,,0.0,,0.26,,0.17,0.0,,0.32,0.06,,0.0,0.0,,,11.19,0.66,,,,,,,,,,,0.05,
analytical360,Analytical 360,,Tune Up (Organic Mechanic),Archived,,,2013-12-16,,,,,,,,,0.73,,,,,2.09,,0.14,,0.33,0.0,,0.29,0.78,,0.0,0.0,,,14.06,0.43,,,,,0.15,0.15,,,1.12,,0.03,
analytical360,Analytical 360,,Blue Dream,Archived,,,2013-12-16,17,,,,,,,,0.33,,,,,2.03,,0.43,,0.4,0.0,,0.67,0.72,,0.0,0.0,,,13.61,0.55,,,,,0.15,0.08,,,0.11,,,
analytical360,Analytical 360,,Purple Berry Kush,Archived,,,2012-07-22,45,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,0.19,0.1,,,0.03,0.06,,,,,,,
analytical360,Analytical 360,,AK-47,Archived,,,2013-12-16,67,,,,,,,,0.0,,,,,2.79,,0.0,,0.17,0.0,,0.42,0.57,,1.23,0.0,,,11.89,0.35,,,,,0.16,0.11,,,0.45,,,
analytical360,Analytical 360,,The Void,Archived,,,2013-12-16,46,,,,,,,,0.0,,,,,1.11,,0.0,,0.06,0.0,,1.82,0.1,,0.0,0.0,,,14.73,0.22,,,,,0.17,0.11,,,0.58,,0.08,
analytical360,Analytical 360,,Mickey Kush,Archived,,,2013-12-16,46,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.67,0.2,,0.0,1.65,,,11.41,0.21,,,,,0.16,0.09,,,0.74,,0.09,
analytical360,Analytical 360,,Jesus OG,Archived,,,2013-12-16,46,,,,,,,,0.0,,,,,0.82,,0.0,,0.67,0.0,,1.56,0.0,,0.0,0.0,,,17.29,0.19,,,,,0.18,0.22,,,0.9,0.26,0.09,
analytical360,Analytical 360,,Supernatural,Archived,,,2013-12-16,46,,,,,,,,0.0,,,,,2.36,,0.0,,0.13,0.44,,1.14,1.57,,0.0,0.0,,,18.04,0.72,,,,,0.19,0.2,,,,,0.1,
analytical360,Analytical 360,,Hawaiian Dutch,Archived,,,2013-12-16,46,,,,,,,,0.58,,,,,4.87,,0.0,,0.0,0.0,,0.37,1.87,,0.0,0.0,,,16.84,0.55,,,,,0.19,0.15,,,0.6,,0.1,
analytical360,Analytical 360,,Purple Diesel,Archived,,,2013-12-16,46,,,,,,,,0.62,,,,,0.0,,0.0,,0.0,0.51,,0.72,0.42,,0.0,0.0,,,10.39,0.39,,,,,0.16,0.04,,,0.26,,0.1,
analytical360,Analytical 360,,Dr. Who,Archived,,,2013-12-16,46,,,,,,,,0.47,,,,,0.78,,0.0,,0.28,0.43,,0.38,0.98,,0.0,0.0,,,16.06,0.3,,,,,0.18,0.12,,,0.57,,0.08,
analytical360,Analytical 360,,#7,Archived,,,2013-12-16,67,,,,,,,,0.64,,,,,1.57,,0.0,,1.29,0.59,,0.73,0.0,,0.0,0.0,,,11.21,0.25,,,,,0.16,0.04,,,0.23,,0.09,
analytical360,Analytical 360,,Harlequin #4,Archived,,,2013-12-16,14,,,,,,,,0.08,,,,,4.39,,0.0,,0.0,0.39,,0.35,0.61,,0.0,0.0,,,0.62,0.04,,,,,11.23,0.58,,,0.38,0.12,0.16,
analytical360,Analytical 360,,Purple Arrow,Archived,,,2013-12-16,14,,,,,,,,0.79,,,,,2.19,,0.0,,0.0,0.56,,1.18,0.76,,0.0,0.0,,,17.62,0.56,,,,,0.18,0.16,,,0.83,,0.1,
analytical360,Analytical 360,,Blackberry (Hypeherbally),Archived,,,2013-12-16,27,,,,,,,,0.47,,,,,1.47,,0.0,,0.86,0.0,,0.81,1.39,,0.0,0.0,,,16.2,0.32,,,,,0.18,0.11,,,0.54,,0.09,
analytical360,Analytical 360,,Bruce Banner #3 (Organic),Archived,,,2013-12-16,141,,,,,,,,0.68,,,,,1.87,,0.0,,0.31,0.88,,0.43,0.74,,0.0,0.0,,,9.28,0.34,,,,,0.15,0.04,,,0.18,,0.08,
analytical360,Analytical 360,,Candy Kush #2 (Organic),Archived,,,2013-12-16,141,,,,,,,,0.3,,,,,1.17,,0.0,,0.0,0.51,,0.15,0.65,,0.0,0.0,,,7.52,0.2,,,,,0.15,0.03,,,0.21,,0.09,
analytical360,Analytical 360,,White Widow (Organic),Archived,,,2013-12-16,141,,,,,,,,0.53,,,,,1.11,,0.0,,0.0,0.0,,0.3,0.45,,0.0,0.0,,,10.76,0.4,,,,,0.16,0.05,,,1.35,0.2,0.09,
analytical360,Analytical 360,,OGiesel (Organic),Archived,,,2013-12-16,141,,,,,,,,0.48,,,,,1.19,,0.0,,0.8,0.0,,0.47,0.33,,0.0,0.0,,,15.65,0.38,,,,,0.18,0.17,,,0.42,,0.1,
analytical360,Analytical 360,,Black 84 #2 (Organic),Archived,,,2013-12-16,141,,,,,,,,0.52,,,,,3.24,,0.0,,0.03,0.41,,0.23,1.41,,0.0,0.0,,,15.44,0.33,,,,,0.17,0.08,,,0.59,,0.09,
analytical360,Analytical 360,,Black Diamond King's Dream (Country Care Farms),Archived,,,2013-12-16,,,,,,,,,0.62,,,,,2.05,,0.0,,0.05,0.49,,0.49,0.75,,0.0,0.0,,,14.68,0.26,,,,,0.18,0.12,,,0.25,,0.08,
analytical360,Analytical 360,,Dream Queen (Patient Solutions),Archived,,,2013-12-16,18,,,,,,,,0.27,,,,,2.19,,0.0,,0.0,0.41,,0.7,1.26,,0.0,0.0,,,15.36,0.17,,,,,0.18,0.11,,,0.33,,0.09,
analytical360,Analytical 360,,Black Cherry Soda (Richmond Beach Cannabis Collective),Archived,,,2013-12-16,18,,,,,,,,0.36,,,,,0.8,,0.0,,0.07,0.41,,0.27,0.1,,0.0,0.0,,,8.38,0.08,,,,,0.16,0.06,,,0.36,0.07,0.08,
analytical360,Analytical 360,,Frankenstein,Archived,,,2012-07-22,66,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43,1.91,0.29,,,0.09,,,,,,,,
analytical360,Analytical 360,,Blue Dynomite,Archived,,,2012-07-22,66,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12,1.11,0.22,,,0.07,,,,,,,,
analytical360,Analytical 360,,OGD,Archived,,,2012-07-22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07,0.39,,,,0.08,0.12,,,,,,,
analytical360,Analytical 360,,Basic Five x Northern Lights,Archived,,,2012-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.6,0.31,,,0.07,0.06,,,,,,,
analytical360,Analytical 360,,Silver Surfer,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59,1.74,,,,0.12,0.09,,,,,,,
analytical360,Analytical 360,,Snocap,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,1.61,,,,0.08,0.14,,,,,,,
analytical360,Analytical 360,,Northern Lights,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17,0.18,0.25,,,0.03,,,,,,,,
analytical360,Analytical 360,,Purple Pine Berry,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,0.51,,,,0.08,,,,,,,,
analytical360,Analytical 360,,Alice Wonderland,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06,0.57,,,,0.12,0.15,,,,,,,
analytical360,Analytical 360,,Blueberry x Mr. Nice,Archived,,,2012-07-22,40,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,0.36,,,,0.02,,,,,,,,
analytical360,Analytical 360,,BHO Mr. Nice Honeycomb Wax,Archived,,,2013-12-17,58,,,,,,,,1.59,,,,,7.93,,0.3,,0.0,1.62,,1.69,0.0,,0.0,0.0,,,43.72,10.79,,,,0.84,0.66,0.17,,,1.2,,0.52,
analytical360,Analytical 360,,BHO John Doe (Home Blown Concentrates),Archived,,,2013-12-17,135,,,,,,,,1.62,,,,,12.83,,0.09,,0.31,1.66,,2.34,0.44,,0.0,0.0,,,53.25,1.88,0.21,,,,0.59,0.38,,,1.76,,0.33,
analytical360,Analytical 360,,BHO Cripple Pit (Herb Doctor),Archived,,,2013-12-17,135,,,,,,,,2.48,,,,,17.87,,0.2,,1.17,2.28,,2.34,2.19,,0.0,0.0,,,45.01,5.19,,,,0.03,0.58,0.21,,,1.24,,0.38,
analytical360,Analytical 360,,Platinum Girl Scout Cookies (Green Acres),Archived,,,2013-12-17,135,,,,,,,,0.79,,,,,0.0,,0.0,,1.25,0.0,,1.08,0.15,,0.0,0.0,,,14.82,0.26,,,,,0.14,0.08,,,0.92,,0.05,
analytical360,Analytical 360,,"PBK Dry Ice Kief Leftovers, BHO Result",Archived,,,2013-12-17,149,,,,,,,,0.0,,,,,8.3,,0.0,,0.78,0.0,,1.22,0.25,,0.0,0.0,,,21.56,2.65,,,,,0.39,,,,0.38,,0.11,
analytical360,Analytical 360,,Dama Oil 13121202,Archived,,,2013-12-17,19,,,,,,,,0.0,,,,,0.0,,0.0,,0.39,0.0,,1.0,0.0,,0.0,0.0,,,,75.14,,,,0.83,0.35,0.37,,,,2.38,3.04,
analytical360,Analytical 360,,Dama Oil 13121401,Archived,,,2013-12-17,19,,,,,,,,0.0,,,,,0.0,,0.0,,0.45,2.42,,2.18,0.0,,0.0,0.0,,,,72.66,,,,1.03,,,,,,2.91,6.47,
analytical360,Analytical 360,,Dama Oil 13112501V,Archived,,,2013-12-17,19,,,,,,,,0.58,,,,,0.0,,0.0,,0.52,0.0,,0.5,0.0,,0.0,0.0,,,,49.42,,,,1.44,,,,,,1.29,2.16,
analytical360,Analytical 360,,XJ-13 D-6-AM,Archived,,,2013-12-17,114,,,,,,,,1.47,,,,,10.39,,0.0,,0.59,0.0,,0.91,0.0,,0.0,0.0,,,53.39,2.19,,,,,0.54,0.59,,,1.54,,0.22,
analytical360,Analytical 360,,MS3347C1,Archived,,,2013-12-17,94,,,,,,,,1.04,,,,,10.42,,0.0,,0.47,0.0,,1.75,0.0,,0.0,4.17,,,24.75,25.38,,,,1.2,0.44,,,,0.37,,1.35,
analytical360,Analytical 360,,Maui Low,Archived,,,2013-12-18,15,,,,,,,,0.09,,,,,2.06,,0.0,,0.22,0.0,,0.59,0.19,,0.0,1.59,,,7.11,0.42,,,,,0.13,,,,0.26,,0.05,
analytical360,Analytical 360,,White Widow High,Archived,,,2013-12-18,15,,,,,,,,0.19,,,,,5.06,,0.0,,0.44,0.0,,0.7,0.27,,0.0,2.5,,,10.7,0.51,,,,,0.14,,,,1.11,,0.06,
analytical360,Analytical 360,,The Cavi Cone,Archived,,,2013-12-18,15,,,,,,,,0.2,,,,,0.0,,0.78,,0.28,0.69,,0.0,0.07,,0.0,0.0,,,0.86,16.61,,,,,,,,,0.09,0.44,0.13,
analytical360,Analytical 360,,PBK Dry Ice Kief Leftovers Run Through In House BHO Extractor,Archived,,,2013-12-18,149,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.37,,,,,,0.13,,,,0.14,,,
analytical360,Analytical 360,,PBK Dry Ice Leftovers,Archived,,,2013-12-18,149,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.47,,0.14,0.0,,0.0,0.0,,,2.24,0.25,,,,,0.14,,,,0.17,,0.09,
analytical360,Analytical 360,,LTN 507,Archived,,,2013-12-18,119,,,,,,,,0.16,,,,,0.84,,0.0,,0.0,0.44,,0.21,0.07,,0.0,1.21,,,5.08,0.1,,,,,0.14,,,,0.4,,0.09,
analytical360,Analytical 360,,LTN 508,Archived,,,2013-12-18,119,,,,,,,,0.22,,,,,1.7,,0.0,,0.12,0.52,,0.32,0.0,,0.0,0.0,,,6.47,0.1,,,,,0.14,0.01,,,0.16,,0.1,
analytical360,Analytical 360,,LTN 509,Archived,,,2013-12-18,119,,,,,,,,0.18,,,,,1.06,,0.0,,0.0,0.47,,0.32,0.14,,0.0,0.0,,,5.71,0.26,,,,,0.14,0.03,,,0.3,,0.09,
analytical360,Analytical 360,,LTN 408,Archived,,,2013-12-18,119,,,,,,,,0.12,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.18,,,,,,,,,,,,0.08,
analytical360,Analytical 360,,LTN 409,Archived,,,2013-12-18,119,,,,,,,,0.18,,,,,1.24,,0.0,,0.0,0.48,,0.26,0.17,,0.0,0.0,,,6.18,0.31,,,,,0.16,0.04,,,0.3,0.06,0.1,
analytical360,Analytical 360,,Phantom OG,Archived,,,2013-12-18,150,,,,,,,,0.62,,,,,2.57,,0.03,,1.18,0.59,,0.97,0.88,,0.0,0.0,,,16.42,0.6,,,,,0.18,0.11,,,0.52,,0.1,
analytical360,Analytical 360,,Venom OG,Archived,,,2013-12-18,150,,,,,,,,0.73,,,,,2.7,,0.11,,1.31,0.58,,0.81,1.6,,0.0,0.0,,,18.38,0.76,,,,,0.19,0.13,,,0.61,,0.1,
analytical360,Analytical 360,,Beastmode OG,Archived,,,2013-12-18,150,,,,,,,,0.76,,,,,2.37,,0.11,,1.09,0.58,,0.79,1.88,,0.0,0.0,,,16.93,0.68,,,,,0.18,0.12,,,0.53,,0.11,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2013-12-18,150,,,,,,,,0.59,,,,,7.3,,0.0,,0.17,0.41,,0.49,1.36,,0.0,3.93,,,19.69,0.81,,,,,0.19,0.18,,,1.12,,0.11,
analytical360,Analytical 360,,Green Crack,Archived,,,2013-12-18,150,,,,,,,,0.63,,,,,1.81,,0.0,,0.26,0.53,,0.64,1.16,,0.0,0.0,,,17.31,1.01,,,,,0.18,0.12,,,1.83,,0.11,
analytical360,Analytical 360,,Super Lemon Haze,Archived,,,2013-12-18,150,,,,,,,,0.46,,,,,2.8,,0.02,,0.0,0.42,,0.76,0.0,,0.0,2.27,,,15.56,0.8,,,,,0.17,0.11,,,1.48,,0.1,
analytical360,Analytical 360,,White Dog #8,Archived,,,2013-12-18,,,,,,,,,0.78,,,,,2.16,,0.07,,0.5,0.54,,0.71,0.35,,0.0,0.0,,,16.31,0.35,,,,,0.18,0.17,,,0.31,,0.09,
analytical360,Analytical 360,,Cheese,Archived,,,2013-12-18,70,,,,,,,,0.68,,,,,2.37,,0.0,,1.19,0.5,,0.86,0.2,,0.0,0.0,,,14.53,0.32,,,,,0.17,0.1,,,0.59,,0.09,
analytical360,Analytical 360,,XJ-13,Archived,,,2013-12-18,41,,,,,,,,0.44,,,,,6.86,,0.0,,0.0,0.39,,0.81,0.0,,0.0,2.58,,,13.63,0.71,,,,,0.17,0.08,,,0.53,,0.09,
analytical360,Analytical 360,,Fruity Chronic Juice,Archived,,,2013-12-18,62,,,,,,,,0.66,,,,,2.33,,0.01,,2.07,0.46,,1.41,0.32,,0.0,0.0,,,16.95,0.17,,,,,0.18,0.2,,,0.42,,0.1,
analytical360,Analytical 360,,Blue Dream,Archived,,,2013-12-18,,,,,,,,,0.59,,,,,0.82,,0.0,,0.27,0.51,,0.68,1.28,,0.0,0.0,,,12.9,0.46,,,,,0.17,0.04,,,0.72,,0.09,
analytical360,Analytical 360,,BD #5,Archived,,,2013-12-18,,,,,,,,,0.48,,,,,1.64,,0.0,,0.0,0.55,,0.36,0.77,,0.0,0.0,,,12.21,0.38,,,,,0.19,0.12,,,0.23,,0.08,
analytical360,Analytical 360,,Sage & Sour,Archived,,,2013-12-18,15,,,,,,,,0.68,,,,,0.0,,0.0,,0.0,0.53,,0.26,0.53,,0.0,2.85,,,14.0,0.73,,,,,0.18,0.21,,,0.7,,0.09,
analytical360,Analytical 360,,White Shark,Archived,,,2013-12-18,15,,,,,,,,0.22,,,,,1.6,,0.0,,0.0,0.47,,0.36,0.22,,0.0,0.0,,,5.65,0.29,,,,,0.15,0.04,,,0.21,,0.09,
analytical360,Analytical 360,,12 Indica Blend Joint,Archived,,,2013-12-18,15,,,,,,,,0.46,,,,,1.98,,0.0,,0.08,0.53,,0.37,0.0,,0.0,0.0,,,10.82,0.82,,,,,0.16,0.08,,,0.48,,0.12,
analytical360,Analytical 360,,MS3349C1,Archived,,,2013-12-18,94,,,,,,,,1.13,,,,,21.42,,0.0,,0.73,0.0,,2.19,0.0,,0.0,4.54,,,31.13,16.6,,,,0.68,0.52,0.39,,,0.41,,1.15,
analytical360,Analytical 360,,MS3348C1,Archived,,,2013-12-18,94,,,,,,,,1.03,,,,,10.43,,0.11,,0.56,0.0,,2.27,0.36,,0.0,4.64,,,23.98,20.87,,,,0.93,0.46,,,,0.28,,1.21,
analytical360,Analytical 360,,MS3347C2,Archived,,,2013-12-18,94,,,,,,,,1.79,,,,,14.14,,0.0,,2.39,0.0,,2.65,0.0,,0.0,4.61,,,26.0,15.42,0.18,,,1.41,0.47,0.48,,,0.39,,1.13,
analytical360,Analytical 360,,BHO N-Tane Vitamin D Nug Run,Archived,,,2013-12-18,25,,,,,,,,1.62,,,,,22.46,,0.33,,0.83,0.0,,0.0,2.04,,0.0,0.0,,,53.16,3.32,,,,,0.52,,,,4.49,,0.2,
analytical360,Analytical 360,,BHO N-Tane Vitamin D Trim Run,Archived,,,2013-12-18,25,,,,,,,,1.59,,,,,18.07,,1.11,,0.57,0.0,,0.74,0.83,,0.0,0.0,,,51.43,2.33,,,,,0.53,,,,4.08,,0.17,
analytical360,Analytical 360,,BHO N-Tane Diesel Trim Run,Archived,,,2013-12-18,25,,,,,,,,2.22,,,,,0.0,,1.06,,1.98,0.0,,0.71,2.81,,0.0,0.0,,,50.38,3.13,,,,,0.47,,,,0.99,,0.19,
analytical360,Analytical 360,,BHO N-Tane Thai OG Trim Run,Archived,,,2013-12-18,25,,,,,,,,2.1,,,,,11.72,,0.43,,1.78,0.0,,1.92,0.48,,0.0,0.0,,,49.74,5.02,,,,,0.49,,,,1.16,,0.24,
analytical360,Analytical 360,,SCCO2 Strawberry OG,Archived,,,2013-12-18,38,,,,,,,,0.95,,,,,21.07,,0.86,,1.04,0.0,,1.34,1.26,,0.0,0.0,,,35.35,5.81,,,,0.02,0.58,,,,2.28,,0.43,
analytical360,Analytical 360,,BHO Cheezil,Archived,,,2013-12-18,15,,,,,,,,2.25,,,,,6.31,,0.0,,0.63,0.0,,0.99,0.29,,0.0,0.0,,,38.47,14.3,,,,0.1,0.56,,,,1.09,,0.43,
analytical360,Analytical 360,,Trim RSO,Archived,,,2013-12-18,105,,,,,,,,1.08,,,,,0.0,,0.0,,0.0,0.0,,0.58,0.15,,0.0,0.0,,,3.6,38.99,,,,0.4,0.36,0.07,,,0.35,1.16,8.33,
analytical360,Analytical 360,,W128,Archived,,,2013-12-18,12,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,2.64,,0.27,0.14,,0.0,0.0,,,0.08,49.45,,,,1.75,,0.12,,,,1.06,2.49,
analytical360,Analytical 360,,W129,Archived,,,2013-12-18,12,,,,,,,,0.45,,,,,0.0,,0.0,,1.17,0.0,,2.55,0.0,,0.0,0.0,,,19.43,47.95,,,,0.18,0.42,,,,1.98,1.29,1.66,
analytical360,Analytical 360,,CCP Lot #124113012,Archived,,,2013-12-18,5,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.09,26.66,,,,0.28,,,,,,1.1,0.76,
analytical360,Analytical 360,,MS3349C1,Archived,,,2013-12-18,94,,,,,,,,1.18,,,,,12.26,,0.0,,0.78,0.0,,1.94,0.0,,0.0,4.33,,,30.92,16.86,,,,0.62,0.53,,,,0.43,,1.15,
analytical360,Analytical 360,,A.1,Archived,,,2013-12-18,,,,,,,,,1.15,,,,,0.0,,0.0,,1.31,1.56,,2.87,0.76,,0.0,1.16,,,0.54,59.37,0.3,,,0.5,,0.18,,,0.57,2.77,2.8,
analytical360,Analytical 360,,B.1,Archived,,,2013-12-18,,,,,,,,,0.0,,,,,0.0,,0.1,,1.04,1.65,,2.16,0.0,,0.0,0.0,,,0.61,65.79,0.21,,,0.44,,0.28,,,0.53,3.69,1.85,
analytical360,Analytical 360,,C.1,Archived,,,2013-12-18,,,,,,,,,0.25,,,,,0.0,,0.0,,1.38,0.0,,2.24,0.0,,0.0,0.0,,,0.54,65.32,0.24,,,0.42,,0.26,,,0.51,3.9,2.0,
analytical360,Analytical 360,,V.Lux 25,Archived,,,2013-12-18,55,,,,,,,,0.12,,,,,0.0,,0.0,,4.45,1.85,,2.91,0.0,,0.0,0.53,,,1.03,58.28,,,,0.31,,0.15,,,0.49,1.14,1.37,
analytical360,Analytical 360,,RSO Disaster Bell Springs,Archived,,,2013-12-18,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,1.34,,0.61,0.0,,0.0,0.81,,,1.63,68.15,0.2,,,0.44,0.47,0.4,,,0.85,1.81,1.77,
analytical360,Analytical 360,,Tahoe OG (Funny Farms),Archived,,,2013-12-18,109,,,,,,,,0.78,,,,,1.35,,0.0,,0.21,0.61,,0.92,2.25,,0.0,2.2,,,15.37,2.93,,,,,0.18,0.08,,,0.29,,0.12,
analytical360,Analytical 360,,U.W.,Archived,,,2013-12-18,109,,,,,,,,0.1,,,,,0.78,,0.0,,1.58,0.0,,0.62,0.56,,0.0,0.0,,,12.95,0.3,,,,,0.17,0.06,,,0.44,,0.09,
analytical360,Analytical 360,,Purple Nepal,Archived,,,2013-12-18,109,,,,,,,,0.68,,,,,0.77,,0.0,,0.86,0.51,,0.7,0.88,,0.0,0.0,,,16.51,0.41,,,,,0.18,0.09,,,0.3,,0.1,
analytical360,Analytical 360,,Tahoe OG,Archived,,,2013-12-18,6,,,,,,,,0.49,,,,,5.95,,0.0,,0.97,0.79,,0.26,0.3,,0.0,0.0,,,12.25,0.52,,,,,0.15,,,,0.34,,0.03,
analytical360,Analytical 360,,Trainwreck x Diesel,Archived,,,2013-12-18,25,,,,,,,,0.32,,,,,1.77,,0.0,,0.2,0.0,,0.05,0.21,,0.0,0.0,,,10.22,0.46,,,,,0.13,,,,0.32,0.31,0.02,
analytical360,Analytical 360,,Platinum OG,Archived,,,2013-12-18,25,,,,,,,,0.64,,,,,2.2,,0.0,,0.0,0.87,,0.36,0.95,,0.0,0.0,,,17.33,0.51,,,,,0.16,,,,0.6,,0.05,
analytical360,Analytical 360,,Sour Diesel,Archived,,,2013-12-18,109,,,,,,,,0.3,,,,,0.0,,0.37,,0.0,0.0,,0.05,1.05,,0.0,0.0,,,12.27,1.28,,,,,0.14,,,,1.49,0.57,0.08,
analytical360,Analytical 360,,SCCO2 Blue Dream,Archived,,,2013-12-18,38,,,,,,,,1.3,,,,,14.79,,0.0,,0.0,0.0,,0.41,0.0,,0.0,0.0,,,38.7,6.52,0.2,,,0.07,0.62,0.66,,,2.32,0.25,0.45,
analytical360,Analytical 360,,BHO Blue Dream Nug Run,Archived,,,2013-12-18,17,,,,,,,,2.47,,,,,9.97,,0.0,,0.74,1.48,,2.24,1.16,,0.0,0.0,,,53.31,5.75,,,,,0.57,0.45,,,0.99,,0.36,
analytical360,Analytical 360,,Dutch Black Afghani Hash,Archived,,,2013-12-18,17,,,,,,,,1.19,,,,,5.93,,0.0,,0.0,1.43,,1.04,0.76,,0.0,0.0,,,19.38,23.98,,,,0.23,0.55,0.26,,,1.76,0.69,1.7,
analytical360,Analytical 360,,Deep Green Full Plant Extract Cannabis Oil (13-12),Archived,,,2013-12-18,,,,,,,,,0.69,,,,,0.0,,0.0,,0.0,0.0,,0.5,0.0,,0.0,0.0,,,,31.56,0.25,,,0.76,0.48,9.64,,,0.49,1.88,2.59,
analytical360,Analytical 360,,BHO Calypso Rose (Oils by Ivan),Archived,,,2013-12-18,20,,,,,,,,3.04,,,,,4.9,,0.0,,0.0,1.35,,2.34,0.49,,0.0,0.0,,,55.01,3.02,,,,,0.58,0.31,,,2.37,,0.35,
analytical360,Analytical 360,,BHO New York Bubba Kush,Archived,,,2013-12-18,20,,,,,,,,2.72,,,,,6.91,,0.0,,0.19,1.51,,1.69,0.0,,0.0,0.0,,,53.44,2.51,,,,0.01,0.57,0.45,,,1.98,,0.4,
analytical360,Analytical 360,,BHO OG3 (Kenzoil),Archived,,,2013-12-18,20,,,,,,,,2.02,,,,,6.32,,0.0,,0.0,1.36,,1.47,0.0,,0.0,0.0,,,52.22,3.64,,,,,0.57,0.55,,,2.99,,0.47,
analytical360,Analytical 360,,CO2 Grape Ape,Archived,,,2013-12-18,15,,,,,,,,0.32,,,,,0.0,,0.0,,3.35,2.61,,1.79,0.59,,0.0,0.0,,,15.62,44.72,,,,0.19,0.37,,,,0.5,0.97,1.45,
analytical360,Analytical 360,,Blackberry Champagne,Archived,,,2013-12-19,109,,,,,,,,0.65,,,,,0.83,,0.0,,0.0,0.41,,1.04,0.67,,0.0,0.0,,,13.14,0.59,,,,,0.17,0.08,,,0.42,,0.1,
analytical360,Analytical 360,,Afterlife OG,Archived,,,2013-12-19,,,,,,,,,0.8,,,,,0.93,,0.11,,0.36,0.49,,0.34,0.39,,0.0,0.0,,,15.15,0.24,,,,,0.16,0.11,,,0.7,,0.08,
analytical360,Analytical 360,,Dairy Queen,Archived,,,2013-12-19,14,,,,,,,,0.5,,,,,2.2,,0.0,,0.16,0.45,,0.67,1.09,,0.0,0.0,,,16.44,0.42,,,,,0.18,0.18,,,0.23,,0.09,
analytical360,Analytical 360,,Black Cherry Soda,Archived,,,2013-12-19,57,,,,,,,,0.55,,,,,0.94,,0.0,,0.25,0.52,,0.48,0.82,,0.0,0.0,,,12.17,0.97,,,,,0.16,0.05,,,0.25,,0.1,
analytical360,Analytical 360,,Bubble Jack,Archived,,,2013-12-19,57,,,,,,,,0.68,,,,,0.81,,0.0,,0.22,0.0,,0.68,0.21,,0.0,0.0,,,11.85,0.3,,,,,0.16,0.05,,,0.95,,0.1,
analytical360,Analytical 360,,Green Crack,Archived,,,2013-12-19,57,,,,,,,,0.45,,,,,1.83,,0.0,,0.11,0.45,,0.42,0.65,,0.0,0.0,,,11.96,0.62,,,,,0.16,0.1,,,1.29,,0.11,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2013-12-19,47,,,,,,,,0.72,,,,,1.08,,0.0,,0.3,0.0,,0.48,0.0,,0.0,0.0,,,12.02,0.54,0.09,,,,0.17,0.09,,,1.22,0.99,0.1,
analytical360,Analytical 360,,Blueberry Haze,Archived,,,2013-12-19,30,,,,,,,,0.51,,,,,2.44,,0.0,,0.12,0.46,,0.39,0.62,,0.0,0.0,,,15.93,0.32,,,,,0.17,0.17,,,0.24,,0.09,
